ticker,date,cap,trade_grade,entry_price,entry_time,mfe_price,mfe_pct,mfe_time,mfe_minutes,mae_price,mae_pct,mae_time,close_price,close_pct,capture_efficiency,atr,hit_1x_atr,hit_1_5x_atr,hit_2x_atr,hit_2_5x_atr,hit_3x_atr,time_to_1x_atr,time_to_1_5x_atr,time_to_2x_atr,prior_day_low,hit_prior_day_low,time_to_prior_day_low,prior_day_close,hit_prior_day_close,vwap_at_entry,hit_vwap,ema_9_at_entry,hit_9ema,time_to_9ema,pnl_at_10am,pnl_at_1030am,pnl_at_11am,pnl_at_1130am,pnl_at_12pm,pnl_at_1pm,pnl_at_2pm,pnl_at_close,max_giveback_pct,volume_at_low_bucket,cumulative_vol_at_low_pct
GME,2022-03-29,Medium,A,45.9725,2022-03-29 09:00:00-04:00,40.75,0.11360052205122621,2022-03-29 10:04:00-04:00,64,49.8525,0.08439828158138024,2022-03-29 09:34:00-04:00,44.9725,0.021752134428190767,0.19147917663954056,4.597378571428571,True,False,False,False,False,63.0,,,37.8862,False,,47.3975,True,45.94833333333332,True,,False,,0.06102996356517472,0.046904127467507634,0.017238566534341117,0.022593942030561722,0.016912284517918243,0.02947414215019842,-0.011474250910870704,0.021752134428190767,0.17836750231116436,Q2 (20-40%),0.2811461603366383
COIN,2022-08-04,Medium,A,86.48,2022-08-04 09:00:00-04:00,85.5,0.011332099907493107,2022-08-04 09:02:00-04:00,2,86.94,0.005319148936170141,2022-08-04 09:00:00-04:00,88.94,-0.02844588344125802,-2.5102040816326365,10.481557142857142,False,False,False,False,False,,,,67.61,False,,80.81,False,86.44666666666667,True,,False,,-0.12580943570767802,-0.07336956521739128,-0.10852451433857536,-0.0941246530989824,-0.11303191489361691,-0.08360314523589257,-0.04787234042553192,-0.02844588344125802,0.35615171137835333,Q1 (0-20%),0.003674308478756237
BILI,2022-12-05,Medium,A,23.1,2022-12-05 09:00:00-05:00,19.36,0.16190476190476197,2022-12-05 15:02:00-05:00,362,23.2,0.004329004329004236,2022-12-05 09:06:00-05:00,19.69,0.14761904761904762,0.9117647058823526,1.9385571428571424,True,True,False,False,False,41.0,56.0,,16.5,False,,19.84,True,23.11,True,,False,,0.12705627705627714,0.1465800865800867,0.1367965367965368,0.15064935064935067,0.15454545454545454,0.14415584415584423,0.14718614718614728,0.14761904761904762,0.021212121212121297,Q5 (80-100%),0.9206444464911089
SMH,2023-05-30,ETF,A,151.0,2023-05-30 09:00:00-04:00,147.5,0.023178807947019868,2023-05-30 14:02:00-04:00,302,151.71,0.0047019867549669405,2023-05-30 09:51:00-04:00,148.13,0.019006622516556323,0.8200000000000014,3.7566285714285703,False,False,False,False,False,,,,141.78,False,,147.36,False,151.0,True,,False,,0.011390728476821184,0.01642384105960258,0.00807947019867549,0.007615894039735137,0.007549668874172095,0.013509933774834384,0.021390728476821125,0.019006622516556323,0.009933774834437087,Q4 (60-80%),0.7180332004207648
AVGO,2023-05-30,Large,A,83.0,2023-05-30 09:03:00-04:00,79.881,0.037578313253012044,2023-05-30 15:54:00-04:00,411,92.178,0.11057831325301201,2023-05-30 09:47:00-04:00,80.2,0.03373493975903611,0.8977236293683865,2.8710000000000018,True,False,False,False,False,410.0,,,74.702,False,,81.273,True,83.06,True,,False,,-0.053626506024096306,-0.04216867469879518,-0.038481927710843404,-0.04066867469879521,-0.02595180722891562,-0.003987951807228953,0.01397590361445779,0.03373493975903611,0.00808433734939767,Q5 (80-100%),0.9577946552280185
PLTR,2023-06-07,Medium,A,16.0,2023-06-07 09:00:00-04:00,14.52,0.09250000000000003,2023-06-07 15:48:00-04:00,408,17.16,0.07250000000000001,2023-06-07 10:07:00-04:00,14.7,0.08125000000000004,0.8783783783783786,1.1996428571428572,True,False,False,False,False,257.0,,,14.92,True,247.0,15.46,True,15.98666666666667,True,,False,,-0.061731250000000015,-0.04547499999999993,-0.008131249999999923,-0.0034374999999999822,0.006075000000000053,0.057431250000000045,0.07293749999999999,0.08125000000000004,0.01375000000000004,Q5 (80-100%),0.9678153957784431
TSLA,2023-06-21,Large,A,275.45,2023-06-21 09:00:00-04:00,257.78,0.06414957342530411,2023-06-21 12:57:00-04:00,237,276.99,0.005590851334180506,2023-06-21 09:39:00-04:00,259.46,0.05805046287892543,0.9049235993208825,11.173542857142854,True,True,False,False,False,123.0,236.0,,261.12,True,136.0,274.45,True,275.5533333333333,True,,False,,0.030967507714648658,0.024577963332728197,0.03599346523870031,0.04212053004174989,0.04777636594663267,0.058195679796696216,0.04997458703939,0.05805046287892543,0.025122526774369273,Q4 (60-80%),0.668403326447683
JOBY,2023-06-29,Medium,A,10.715,2023-06-29 09:00:00-04:00,9.57,0.10685954269715349,2023-06-29 14:30:00-04:00,330,11.98,0.11805879608026137,2023-06-29 09:55:00-04:00,9.98,0.06859542697153517,0.6419213973799123,0.7983785714285714,True,False,False,False,False,155.0,,,6.9,False,,8.96,False,10.743333333333332,True,,False,,-0.08726084927671493,-0.02459169388707424,0.03593093793747082,0.05879608026131582,0.06340643957069522,0.060195986934204346,0.09006066262249182,0.06859542697153517,0.044330377974801646,Q5 (80-100%),0.9133172910984441
NKLA,2023-07-14,Small,A,82.35,2023-07-14 09:00:00-04:00,59.7,0.2750455373406192,2023-07-14 13:45:00-04:00,285,88.5,0.07468123861566492,2023-07-14 09:38:00-04:00,67.2,0.18397085610200356,0.6688741721854304,8.035714285714286,True,True,True,True,False,58.0,96.0,108.0,41.1,False,,66.6,True,82.5,True,,False,,0.06032786885245889,0.10200364298724945,0.13296903460837875,0.17304189435336978,0.18214936247723135,0.18007285974499082,0.2276867030965391,0.18397085610200356,0.10928961748633881,Q5 (80-100%),0.8751826055094319
SMCI,2024-02-16,Large,A,107.8,2024-02-16 09:00:00-05:00,80.115,0.25681818181818183,2024-02-16 15:57:00-05:00,417,107.85,0.0004638218923932946,2024-02-16 09:01:00-05:00,80.309,0.25501855287569575,0.9929925952681957,7.911728571428571,True,True,True,True,True,51.0,52.0,60.0,91.7713,True,60.0,100.4,True,107.76400000000002,True,,False,,0.15018552875695731,0.18098237476808907,0.17439703153988867,0.16790352504638215,0.17902597402597395,0.1808905380333952,0.22760204081632654,0.25501855287569575,0.004387755102040807,Q5 (80-100%),0.9932897779875436
NVDA,2024-03-08,Large,A,95.32,2024-03-08 09:00:00-05:00,86.506,0.09246747796894664,2024-03-08 13:37:00-05:00,277,97.4,0.021821233738984605,2024-03-08 10:30:00-05:00,87.502,0.08201846412085605,0.8869979577944185,4.4720714285714305,True,True,False,False,False,140.0,151.0,,89.602,True,151.0,92.669,True,95.29566666666665,True,,False,,-0.0023447335291649327,-0.021349139739823865,0.003357112882920617,0.057144355853965476,0.06359735627360456,0.08170373478808222,0.08076164498531263,0.08201846412085605,0.030056651279899236,Q4 (60-80%),0.7571284242333182
NVDA,2024-06-20,Large,A,140.56,2024-06-20 09:00:00-04:00,129.52,0.0785429709732498,2024-06-20 13:36:00-04:00,276,140.76,0.0014228799089356049,2024-06-20 09:42:00-04:00,130.72,0.07000569151963576,0.8913043478260878,10.70272857142857,True,False,False,False,False,275.0,,,130.69,True,215.0,135.58,True,140.50666666666666,True,,False,,0.005904951622083185,0.014086511098463216,0.009215993170176443,0.012521343198633971,0.023192942515651613,0.05250426863972677,0.0592629482071714,0.07000569151963576,0.02689243027888447,Q4 (60-80%),0.714170076079932
AVGO,2024-06-20,Large,A,180.57,2024-06-20 09:00:00-04:00,172.222,0.046231378412803815,2024-06-20 13:38:00-04:00,278,180.615,0.00024921083236426826,2024-06-20 09:25:00-04:00,173.473,0.039303317273079584,0.85014374700527,6.999142857142863,True,False,False,False,False,245.0,,,178.501,True,31.0,180.252,True,180.57000000000002,True,,False,,0.012322091155784429,0.02231821454283658,0.021041701279282246,0.021426593564822505,0.024832474940466195,0.03278506950213207,0.03779143822340358,0.039303317273079584,0.017788115412305416,Q4 (60-80%),0.6548399455838877
KWEB,2024-09-30,ETF,A,35.74,2024-09-30 09:00:00-04:00,33.91,0.05120313374370468,2024-09-30 15:44:00-04:00,404,35.98,0.006715165081141434,2024-09-30 09:54:00-04:00,33.97,0.049524342473419226,0.9672131147540973,1.1160714285714284,True,True,False,False,False,155.0,176.0,,33.25,False,,33.93,True,35.73333333333334,True,,False,,-0.0029378847229993526,0.007834359261331872,0.021124790151091286,0.027423055400111924,0.04616675993284831,0.037213206491326395,0.04113038612199213,0.049524342473419226,0.004476776720761155,Q5 (80-100%),0.9387103163012605
VXX,2024-08-05,ETF,A,93.64,2024-08-05 09:00:00-04:00,72.37,0.2271465185818026,2024-08-05 12:30:00-04:00,210,93.64,0.0,2024-08-05 09:00:00-04:00,88.62,0.053609568560444215,0.23601316408086495,5.817800000000001,True,True,True,True,True,32.0,37.0,39.0,53.82,False,,62.68,False,93.26666666666667,True,,False,,0.1770610850064075,0.0965399401964973,0.10689876121315682,0.13754805638615972,0.20066211020931232,0.17449807774455364,0.14363519863306282,0.053609568560444215,0.18774028193079878,Q4 (60-80%),0.6051916655772874
BEKE,2024-09-30,Medium,A,22.67,2024-09-30 09:00:00-04:00,19.79,0.1270401411557125,2024-09-30 13:42:00-04:00,282,22.85,0.007940008822232012,2024-09-30 09:54:00-04:00,19.91,0.1217468019408911,0.958333333333333,1.184642857142857,True,True,True,False,False,32.0,157.0,176.0,19.435,False,,20.0,True,22.67333333333334,True,,False,,0.005734450816056575,0.010145566828407605,0.037384208204675785,0.05094838994265554,0.10366122629025148,0.1100573445081606,0.1146890163211293,0.1217468019408911,0.01565946184384651,Q5 (80-100%),0.8092467450782632
TEM,2024-08-20,Medium,A,57.46,2024-08-20 09:02:00-04:00,56.94,0.009049773755656163,2024-08-20 09:30:00-04:00,28,58.0,0.009397841977027482,2024-08-20 09:30:00-04:00,58.711,-0.021771667246780327,-2.4057692307692116,5.363142857142859,False,False,False,False,False,,,,50.01,False,,57.61,True,57.46,True,,False,,-0.22363383223111732,-0.12304211625478594,-0.0475008701705534,-0.046921336581970084,-0.056909154194221996,-0.04420466411416636,-0.061956143404107246,-0.021771667246780327,0.3113470240167073,Q1 (0-20%),0.013952807741474662
DJT,2024-10-29,Medium,A,55.8708,2024-10-29 09:00:00-04:00,43.52,0.2210600170393121,2024-10-29 10:27:00-04:00,87,56.15,0.004997243640685222,2024-10-29 09:02:00-04:00,51.57,0.07697759831611507,0.34822035819542074,4.686421428571428,True,True,True,True,False,31.0,47.0,80.0,41.25,False,,47.36,True,55.870000000000005,True,,False,,0.1117005663065501,0.1537618935114586,0.10114048841255188,0.07447181712092903,0.04869806768472984,0.05393694022637944,0.04672560622006496,0.07697759831611507,0.19974655813054398,Q2 (20-40%),0.36162018766061205
DXYZ,2024-11-11,Small,A,45.8,2024-11-11 09:00:00-05:00,36.88,0.19475982532751082,2024-11-11 13:23:00-05:00,263,50.0,0.09170305676855901,2024-11-11 09:41:00-05:00,42.5,0.07205240174672484,0.36995515695067255,4.183807142857143,True,True,True,False,False,50.0,62.0,66.0,23.01,False,,36.2,False,45.666666666666664,True,,False,,0.10043668122270731,0.010552401746724888,0.0093886462882096,0.10207423580786021,0.14922925764192135,0.1550196506550218,0.08089519650655018,0.07205240174672484,0.15545851528384275,Q5 (80-100%),0.8253909346835434
IONQ,2024-11-12,Medium,A,22.16,2024-11-12 09:00:00-05:00,21.98,0.008122743682310456,2024-11-12 09:29:00-05:00,29,22.17,0.00045126353790620773,2024-11-12 09:00:00-05:00,22.9941,-0.037639891696750874,-4.633888888888893,2.3467857142857147,False,False,False,False,False,,,,21.3,False,,23.52,True,22.156666666666666,True,,False,,-0.06227436823104689,-0.06859205776173283,-0.04873646209386274,-0.04151624548736454,-0.03519855595667875,-0.05595667870036094,-0.061371841155234634,-0.037639891696750874,0.1561371841155235,Q1 (0-20%),0.008169898399770618
TSLA,2024-11-12,Large,A,341.2999,2024-11-12 09:00:00-05:00,323.31,0.052709948054482224,2024-11-12 13:27:00-05:00,267,345.84,0.013302377176201915,2024-11-12 09:30:00-05:00,328.24,0.03826517382513142,0.7259573427311985,19.973978571428567,False,False,False,False,False,,,,336.0,True,32.0,350.0,True,341.5433,True,,False,,-0.0018754766702246855,0.005302960827119992,0.0019627899099882076,0.003169646401888741,0.011456200250864324,0.039378564130842016,0.029152953165236667,0.03826517382513142,0.031848822692300834,Q4 (60-80%),0.680461758665754
MSTR,2024-11-21,Medium,A,538.64,2024-11-21 09:00:00-05:00,371.8401,0.30966860983216987,2024-11-21 15:50:00-05:00,410,548.2,0.01774840338630636,2024-11-21 09:23:00-05:00,397.07,0.26282860537650377,0.848741516032084,50.41369285714285,True,True,True,True,True,55.0,87.0,92.0,457.3024,True,88.0,473.83,True,539.7800000000001,True,,False,,0.10558072181791178,0.15691352294668054,0.12050720332689732,0.12366330016337446,0.13300163374424473,0.15154834397742462,0.1654908658844497,0.26282860537650377,0.05664246992425371,Q5 (80-100%),0.9478415536492673
CRCL,2025-06-23,Medium,A,241.72,2025-06-23 09:00:00-04:00,232.48,0.0382260466655635,2025-06-23 09:34:00-04:00,34,247.49,0.023870594075790213,2025-06-23 09:10:00-04:00,263.38,-0.08960781069005459,-2.3441558441558414,33.55882499999999,False,False,False,False,False,,,,206.17,False,,240.28,True,243.59000000000003,True,,False,,-0.07572811517458207,-0.15029786529869277,-0.14384411716035087,-0.2106983286447128,-0.18314578851563798,-0.07475591593579357,-0.08625682607976168,-0.08960781069005459,0.27515306966738384,Q1 (0-20%),0.05192828288356197
CRCL,2025-06-24,Medium,A,246.24,2025-06-24 09:00:00-04:00,217.579,0.11639457439896037,2025-06-24 15:30:00-04:00,390,265.0,0.07618583495776474,2025-06-24 09:45:00-04:00,222.81,0.09515107212475636,0.8174871776979172,34.62514615384615,False,False,False,False,False,,,,232.48,True,259.0,263.45,True,246.43340000000003,True,,False,,-0.016853882391163012,0.004345354126055968,-0.005766731643924576,0.001908706952566597,-0.01930555555555549,-0.0026803118908381926,0.10260315139701111,0.09515107212475636,0.05442251461988296,Q5 (80-100%),0.931003498055572
OPEN,2025-07-21,Small,A,2.7677,2025-07-21 09:00:00-04:00,2.5306,0.08566679914730638,2025-07-21 09:36:00-04:00,36,2.8258,0.020992159554865063,2025-07-21 09:25:00-04:00,3.1113,-0.12414640315063045,-1.4491775622100385,0.38003571428571437,False,False,False,False,False,,,,1.7032,False,,2.1774,False,2.7645,True,,False,,-0.11034432922643354,-0.09339885103154234,-0.2744878418903783,-0.42193879394443046,-0.36889836326191416,-0.5175055099902447,-0.6555623803157855,-0.12414640315063045,0.8234635256711349,Q1 (0-20%),0.03583540292803682
GLD,2025-10-17,ETF,A,397.01,2025-10-17 09:00:00-04:00,385.22,0.029696984962595308,2025-10-17 13:04:00-04:00,244,397.29,0.0007052719075087015,2025-10-17 09:15:00-04:00,388.85,0.020553638447394194,0.6921119592875313,6.668728571428569,True,True,False,False,False,63.0,214.0,,390.4,True,63.0,396.45,True,396.4866666666667,True,,False,,0.010579078612629376,0.016649454673685837,0.014747739351653657,0.01568978111382581,0.017128032039495256,0.026145437142641233,0.022316818216165876,0.020553638447394194,0.013551295937130036,Q4 (60-80%),0.7069614179232766
GLD,2026-01-29,ETF,A,506.42,2026-01-29 09:00:00-05:00,468.51,0.07485881284309472,2026-01-29 10:36:00-05:00,96,510.09,0.007246949172623433,2026-01-29 09:28:00-05:00,495.7353,0.021098495320090085,0.2818438406752839,11.869564285714281,True,True,True,True,True,74.0,76.0,86.0,481.2501,True,87.0,494.56,True,506.7866666666667,True,,False,,0.004502191856561805,0.051419770151257885,0.05807432565854434,0.03761699774890409,0.041753880178508035,0.030192330476679477,0.033272777536432256,0.021098495320090085,0.056060187196398215,Q3 (40-60%),0.4411950871481696
